Column1,Groserias,Vulgar,Agresivo,Ofensivo
843,"Creo que no hay que juzgar a la gente por sus pertenencias materiales… pero en serio no conozco una persona que tenga esos “Scion” que parecen cajas, que maneje bien y no sea un cholero. ☠️",0,0,0
844,@nicobol03 @valeeeeeeeee_m te dije que se miraba cholero https://t.co/3tKGCiNTly,0,0,0
845,"@iamthetabasco Perdón pero ese Gómez esta cholero, entiendo que se quieran alejar del estilo de Gómez de Raul Julia por que esta yuca igualar el estilo pero ir en la vía contraria no creo que sea bien visto, ya veremos los números de Netflix (los números de vistas tendrán la última palabra)",0,0,0
846,"@CSimon72 Ese es un payaso, cholero de ""la televisión nacional"", seguramente financido po Robe.",0,0,1
847,"@dinosafie @solidariton Hace algo vos, cholero de Simán!!",0,0,0
848,"@aldodavila_gt Una vieja placera no te gana, vulgar!! Junto con tu cholero que ahora ya se cree personaje",0,0,0
849,"@gil33363303 @AmandaSantiz Vos fuiste de los refugiados en México verdad.
Jajajajaja, se nota lo cholero y lo corriente.
Lo que opines, No tiene la mayor importancia.",0,0,1
850,"@EmisorasUnidas @JordanRodas @EBercian_PN Es que ya no vales ni 💩💩💩💩💩💩 CORRUPTO, LADRON, CHOLERO DE LA EXCICIG",0,1,1
851,"@FenixUlloaVP @ChrisGuevaraG @PNCSV @VMTElSalvador Para tu desgracia no, cholero de la Villatoro!",0,0,1
852,Se me hace tan cholero que hagan famosos a gente tan cacasa en Sivar,0,0,0
853,"@fundebase @JordanRodas El es el CHOLERO que usaron los del pacto de corrupto, que andan huyendo en el extranjero cómo ratas escondidas",0,0,1
854,"Porque viejito imbecil??
Por el auto exilio del hermano cholero de Simán y de la Open Society Foundation, el hermano del ñ asesino terrorista pandillero preso y de los dos corruptasos comprobados?? https://t.co/dfol9jrGLm",0,0,1
855,La meta es regalar varo como 69,0,0,0
856,"@kyattoninden Si me tocaron esas épocas, pero según el Chombo eso todavía no era regetón",0,0,0
857,Algún día yo lo seee,0,0,0
858,El Chombo presenta: Dónde Está El EDM https://t.co/JS4UXRdTy2 via @YouTube,0,0,0
859,El Chombo presenta : Hablemos de Gustavo Cerati https://t.co/bc7r1QWdgW via @YouTube,0,0,0
860,"Que pedo estaba bien agusto viendo un vídeo del chombo y comiendo bonice, derrepente el wey se puso voz de ardilla y me dio tanta risa que casi me ahogo, me atragante al punto que tuve que vomitar, literal estuve a punto de morir por escuchar al chombo con voz de ardilla jaj klco",1,0,0
861,@OtroParkman Que es un Chombo,0,0,0
862,DLV los que pierden los pies sin estar pegados JAJAJA,0,0,0
863,El Chombo presenta : De Vuelta al Futuro (Pop Urbano Latino / Dembow Dom... https://t.co/Wz3unXpeLR via @YouTube,0,0,0
864,"El que no conoció a Remolino a cualquier pendejo le reza pobres Diablos ...

Remolino el chombo hondureño de honduras .",1,0,1
865,@rlanzass Jejeje hermoso eso! Y el chombo perdiendo en Matagalpa 😂,0,0,0
866,@catsinoddplaces El Gato Volador by Chombo,0,0,0
867,Y esa hermosa quien es?😍,0,0,0
868,@forcakehouse Esa era chopa jaja Mar está atrás creo,0,0,0
869,@PrimaNanatyx Cuando el de chopa!?,0,0,0
870,@KoopaaS yo más chopa https://t.co/QKdwkOEX3T,0,0,0
871,@TCRivasOficial CHUCHO EN LUNARIO  j,0,0,0
872,@TCRivasOficial CHUCHO EN LUNARIO  i,0,0,0
873,@TCRivasOficial CHUCHO EN LUNARIO  h,0,0,0
874,@TCRivasOficial CHUCHO EN LUNARIO  g,0,0,0
875,@TCRivasOficial CHUCHO EN LUNARIO  f,0,0,0
876,@chucho_cuerero Habíamos quienes si lo sabíamos desde 2006,0,0,0
877,@TCRivasOficial CHUCHO EN LUNARIO e,0,0,0
878,@TCRivasOficial CHUCHO EN LUNARIO d,0,0,0
879,@TCRivasOficial CHUCHO EN LUNARIO  c,0,0,0
880,@TCRivasOficial CHUCHO EN LUNARIO  b,0,0,0
881,@TCRivasOficial CHUCHO EN LUNARIO  a,0,0,0
882,@TCRivasOficial Bésame y calla CHUCHO EN LUNARIO,0,0,0
883,"@JZamher @DarkJoestar @JRlopezbeltran @PumasMX @ClubAmerica Hasta la esposa le compró el Chuchumeco, rey de la tierra del tamal de chipilín, a Chewbacca.  Le compró hasta carrera empresarial a la esposa para justificar negocios con PEMEX.  Como sea es corrupción. Tú deberías de ser el primero en criticarlos y juzgarlos.",0,0,0
884,"@AlexaGomezDos Al pobre señor le dieron hasta con el tobo. O sea, es su problema, su vida privada. Si opiné hace rato a otra tuitera, que si hubiese sido mi caso, mi esposo se busca una chama para ser su sugar Daddy, pues que se quede con ella, y cuando esté chuchumeco, que le cambie el pañal.",0,0,0
885,"@IlseGueva Yo solo miré los toros desde la barrera, pero hay una falta de amor propio increíble en las mujeres. Yo soy la esposa y dejo que se vaya, si se buscó otra por brincón que la otra le cambie los pañales cuando esté más chuchumeco. Quería Sugar Daddy  que se lo cale.",0,0,0
886,"@cmendeza @TSEGuatemala @Ejercito_GT @concriteriogt Pero bien que aplaudiste como foca descerebrada cuando el Chungo intentó (y no lo logró) manipular a los corruptos del TSE. Y no lo logró, porque la Kitty tuvo que fugarse. Pero logró meter a los indeseables de Semilla, a los ladrones de electricidad, al depravado y a otros.",0,0,0
887,"@SatrusteguiNBA @navedelmisterio @Mine_Jam_ Joder, qué chungo, no¿ A la gente se le va la pinza, a ver qué pretende conseguir haciendo eso jaja",1,0,0
888,"@williamromero @JordanRodas Sería lo peor que pudiera pasarle a Guatemala, es un hombre que defiende a los que han causado daño al país, que tiene la consigna del Chungo IVÁN Velásquez, personaje nefasto a donde llegue, apoya a los de Codeca, que es un movimiento con oscuras intenciones, no, no y no",0,0,0
889,"@__VaderGT Así es, solo al chungo lo habían cogido así.",0,0,0
890,@papel_chungo ¡Gracias! 😁,0,0,0
891,"— ¿Qué opinas sobre el arte?
— Que es mu chungo pasar frío.",0,0,0
892,@bubastrol Que es chungo?,0,0,0
893,@MoonSeunie_ Ostras es chungo pero es que si lo piensas yo tampoco veo otra solución,0,0,0
894,"@papel_chungo Nunca he interactúe con el,hay cuentas que cuando aparecen las silencio,pero el necesitaba tomar de su propia medicina.Han hecho mucho daño",0,0,0
895,@papel_chungo El poder es machista y no ha variado mucho,0,0,0
896,@papel_chungo No hay una Claris con neuronas,0,0,0
897,@papel_chungo Control y represión en eso radica,0,0,0
898,"@JoseyyyJose @BeatrizGMuller @XiomaraCastroZ ¿""Escritora""?
¡Ni los chairos han leído ninguno de los libros de esta mediocre chupatintas más conocida como la #Zopilota!
Bueno, también es porque los chairos no entienden lo que leen.
La #ZopilotaDePalacio NO ME REPRESENTA COMO ENVIADA DE MI PAÍS.
Que chingon es viajar gratis.",1,0,0
899,"@ElNacionalWeb Okey Ledezma, la única condición que el Pueblo de Venezuela te pone, es que tu Yerno Andrés Izarra sea tu Ministro Plenipotenciario de Información.  Ahhhhh y lamentamos que William Izarra, Papá de Andrés haya muerto, él hubiese sido un Asesor Ideal en tu Presidencia.
¡Chupoptero! https://t.co/fCd6VCxhdZ",0,0,1
900,"@fernandeznorona Suscribo lo que dice @SergioMayerb mejor métete a bañar ""dipuchango"", o #Changoleonlegislativo o diputado #Chupóptero 
Además de lambiscòn al inepto peor presidente de la historia que ni te pela. 
Jajajajejejejijijijojojojujuju https://t.co/RbJm1KILan",0,0,1
901,"@jenarovillamil La complicidad de tu amo, palero chupóptero. Ya despidanse de su hueso, fracasados #LopezPerroDelNarco",0,0,1
902,"@fernandeznorona @alitomorenoc Si ignoras que ni la ley orgánica del congreso general ni el reglamento de diputados permiten semejante atropello, qué mal.

Si lo sabes, qué miserable y ruin chupóptero que eres.",0,0,1
903,"@Richpaloscuates @FelipeCalderon Mira fulano la vida se vive hoy, tú vives del pasado.
La 4T gobierna hoy y prometió seguridad y terminar con la violencia ¿donde estamos chupóptero?",0,0,0
904,@JulietaRamirezP @alitomorenoc Siguiendo tu argumento ¿Para cuando quitan al chupoptero de palacio?,0,0,0
905,@Danielbricen Qué asco el toxicómano chupóptero cacorroneko viviendo ahora de los contribuyentes,0,0,0
906,".Fachada de la Basílica de #SanJuandeDios, siglo XVI, ejemplo del barroco churrigueresco granadino, intervinieron diversos artistas José Ramiro Ponce de León, Agustín de Vera Moreno y Miguel de Pereda, utilizaron mármoles de #SierraElvira y #Macael y jaspes verdes d #SierraNevada https://t.co/VvXpepATQH",0,0,0
907,"El #Sagrario es uno de los edificios que se distinguen en la #CiudaddeMéxico, por sus fachadas de estilo churrigueresco.

#LemnosDrawing | #MusaCaliope | #México | #Historia | #cultura | #lecturas | #lectura | #leer | #paraleer | #queleer | #CDMX",0,0,0
908,@forozcolg que te madree Vilchis es el equivalente a Kiko del Chavo del 8 insultando con ¨chusma¨😂😂😂,1,0,0
909,"@Becoamore Quisiera saber cuantos y quienes de nosotros apoyaría a los chiquillos en actos enérgicos de protesta en contra de esos sueldos, se quedan solos como siempre y tratados como chusma.",0,0,0
910,@JRlopezbeItran @lopezobrador_ Entonces confirmas vínculos de él con Doña estupefaciente? Y sus ratas allegados ratas? Que descaro y vulgaridad de ejecutivo federal y su chusma....!!!!!,0,0,1
911,"12. Abran los ojos cubanos. Digan a los del golpe en pecho, a los patria y vida, a la chusma que los entretiene, que este es el Muro de las NETAS. Sin la verdad, no habrá patria y la vida es mucho más de lo que cualquiera se imagina porque no es estar vivo: es saber vivir",0,0,0
912,"11. Por desgracia la mayoría está extraviada en sus adentros. Agobia pensar que uno escribe para ellos, que están dentro y fuera, y que solo unos pocos no quedan indiferentes, esos son las excepciones que avivan mi trabajo, los que prenden el mechón de la chusma. DICE UN AMIGO...",0,0,0
913,@adriles81 @ronalcas @alfredochav1975 @Tina_salazar11 @elTotumoVerde @MLSantorini Vente Quica; no te juntes con esa chusma...😐,0,0,1
914,"La gente woke no denuncia en tribunales ya que sus acusaciones no se sostendrían ante procesos serios de descargo de pruebas. Con el pretexto de que ""no los defienden"" hacen de estas redes, un circo donde la chusma decide. Aún sin pruebas, solo con el dicho de la víctima.",0,0,0
915,"últimamente estoi temblando demasiado, no puedo controlarlo i mi mamá ya anda de chusma",0,0,0
916,"@Isidro5anchez @Mx_Diputados Ya correrlo alv Claudio,que es eso de andarte juntando con la chusma de alito we,no se pero piénsalo fren 😂",0,0,1
917,@_PonchoDeNigris Madreate a @adrianm10 en la casa se los famosos entra pura chusma...mira que entró la srta Laura,0,0,1
918,@maferbava Arriba la chusma enardecida! 😎🤙🏻,0,0,0
919,"@wil_sv2 @ROMEOLEMUSNews Si, Willi tienes razon. La mayoria de ""panaderos"" son colaboradores de esta chusma!",0,0,1
920,"Quizá lo razonable sea vender a Casemiro y tomar los 80-100 millones que ofrecen, pero mi corazón no está lista para dejarlo ir, quizá me arrepienta de decir esto pero con Case cómo con Marcelo, me lo chuto hasta final de contrato aunque ya casi no vaya a jugar 🥹 #HalaMadrid https://t.co/dAV182HpJi",0,0,0
921,"@Sweet_Devil12 Con usted si me lo chuto ml Miss adorada, un gran día nos aguarda, abrazote #CaféEnMano",0,0,0
922,@JOY_YOYIS Me lo chuto,0,0,0
923,"@Majofloresa Me lo chuto, abrazote Majo chula",0,0,0
924,"@ElMosquito1900 Me la chuto este ""prótzimo"" fin... a ver si no termino ""pior""!! 😂😂😂🤣🤣🤣😂😂🤣🤣🤣",0,0,0
925,"@TheBadHeartMex Ahorita me lo chuto.

Gracias, bro.
👍",0,0,0
926,"@Benditoinsomnio Siiiiii, gracias. Me lo chuto. Abrazote",0,0,0
927,@SiSoyChingona Lado que me lo chuto,0,0,0
928,"@MauGlez98 Va por claro, así no me chuto ni a orvañanos ni los cientos de comerciales",0,0,0
929,@UrbVic Viendo en lado positivo del mensaje si vió todo el vídeo se chutó todos los anuncios completitos :D,0,0,0
930,@thealxsandwich Es del remake/reboot/coso raro de la peli original. Igual y en estos días me la chuto. 🤔,0,0,0
931,"Si, si eso, pero la neta también me da mucha pena recordar que la Pau se chuto mis outfits de los 13/14 años y todos esos trucos pubertos 🫣 https://t.co/SBpppUmDGb",0,0,0
932,@wakundamm Cualquier gato tiene más patriotismo que el cipayo que niegue al Libertador de América.,0,0,1
933,"@DeniseDresserG @lopezobrador_ Ya diste el primer paso. Aceptar que el pueblo adora a Andres Manuel. El segundo es que dejes el pensamiento cipayo, y aceptes de que el carisma puede ser un elemento de liberación para quienes  no tienen para pagar las colegiaturas de las carísimas universidades donde das clase.",0,0,0
934,@arilijalad @eldestapeweb Cipayo ensobrado,0,0,0
935,@oscarlaborde @alferdez CIPAYO... FERNANDEZ ES UN CIPAYO GUABINOSO O,0,0,0
936,"El derecho internacional está claro q para los gringo es papel hijienico, y muy ascoso la actitud del gobierno argentino un  cipayo, ellos q ayer fueron amigos y hermanos, @alferdez cobarde miserable, respondamos igual https://t.co/0e1OUvyCel",0,0,1
937,"@SinLinea_Mx El cipayo ""izquierdi$ta"" junior se echa de cabeza solo: se entrega una plaza cuando se está en guer ra.
Y vaya que la ha hecho y a manos llenas, tanto de su propio bolsillo (la herencia paterna) como el de la USAID.
¡Cínico traidor a la Patria!",0,0,1
938,@IvanDuque miserable 🐖 ahí llega la espada de Bolívar 🤣🤡💩🇺🇲 @AlvaroUribeVel  el paraco narco criminal de Uribe no te quiere volver a ver. Inútil cipayo 🇺🇲 https://t.co/uun2LDo2yR,0,0,1
939,"Y lo anuncian con bombos y platillos: ¡VEAN NUESTRAS UTILIDADES!
Sí, pero ¿y con eso qué? ¿Dieron más créditos a tasas más bajas? ¿Dejaron de cobrar cargos abusivos por cualquier tontera, hasta de sacar plata del cajero?",0,0,0
940,"@LetiCalderonR @renegridovelez @Mzavalagc Ya vi la forma que los puede quitar, estos consultorios deben tener varios permisos, entre ellos Cofepris,  el mismísimo Gato-Gatell encargado autorizarlos. Mira que fácil. Yo creo que les quieren cobrar piso. Casi 20mil consultorios. Tan,tan.",0,0,0
941,@UnicableOficial La verdad ya no se a quien más llamar o escribir para que me reconecten el servicio. Son unos irresponsables. Imagino que no me van a cobrar el mes completo.,0,0,0
942,¿Qué pasó en realidad? Acusan a restaurante de cobrar más de mil pesos por 5 memelas https://t.co/zo4qN0zd7l,0,0,0
943,"#LCDLF2 y no dejo que fuera a verla a telemundo por covid 😂😂😂😂esta ivonne tan mentirosa ,ya estoy creyendo en el rumor que no la llevo porque quizo cobrar porque fuera la niña ,porque dudo que haya sido por evitar contagios 😂😂😂 https://t.co/E0stpPeBpE",0,0,0
944,"No deberían cobrar el ingreso a residentes locales en la megaescultura, al abrirse como atractivo turístico  https://t.co/iBTjoSsLTv",0,0,0
945,"@VenezuelaSaime Un día como hoy en el año 2022 tengo 74 días que pagué por mi renovación de pasaporte y aun no me dan fecha de la cita, enfrentandome con la ineptitud y nulas respuestas de un organismo que para cobrar si responde en minutos",0,0,0
946,"@nefastoles_ @Victor_MMiranda @lord_inario Yo concuerdo, Gatell se refería a la mala praxis médica pululante en farmacias irregulares, donde muchas veces el que te da la consulta es un estudiante de medicina e incluso en algunas hasta una persona con secundaria y en donde los inspectores solo pasan a cobrar.",0,0,0
947,"@fanboy008 @GDingfelder @Javiercueto2010 @mario_dico50 😂 todo menso, wey sus cuentas troll aquí ya no engañan a nadie, ve a cobrar tu día jajajaja",1,0,1
948,¿Cómo cobrar la incapacidad del IMSS? https://t.co/anQ4N11MUR https://t.co/PQyEatVoDs,0,0,0
949,Los pensionados deberían cobrar un bono anti roncha...como consecuencia de lo que dijo maduro el primero de mayo...,0,0,0
950,"@WalterAlemanSV @BancadaCyan @waraujo64 De nada sirve, ayer frente a los soldados vi como llegaban a cobrar la extorsión a un vendedor en Soyapango.",0,0,0
951,"#Entretenimiento | Angelina alegó que en el mismo vuelo se produjo otro altercado físico que le causó lesiones, incluyendo una en el codo.

https://t.co/JhYrKLsA3l",0,0,0
952,"@jajaviersisilba Un rico codo, q raro... jahaha opino q va orale, con tu cel esta chido.",0,0,0
953,Me duele tremendamente el codo viendo lo que uno gasta en productos dermatológicos. 🥹,0,0,0
954,"2060 pesos solo para un certificado de la carrera,si me duele el codo bien gacho🥴🥴🥴",0,0,0
955,14.- Alubias con chorizo y tocino 🥓 (con su codo de cerdo).,0,0,0
956,@anabgl_ la de La Roche Posay pero estoy por probar la de Eucerin mejor porque me duele el codo,0,0,0
957,"Recuerdo cuando renové mi licencia de conducir antes de la pandemia. ¿Quién diría que serían los años en que menos usaría el carro?
Ahora me quedan unos meses nomas, y me duele demasiado el codo pagar más de mil por tres añitos
Send licencia permanente, pls",0,0,0
958,Me está doliendo el codo pagar un curso de orto implantes para que al rato el paciente me diga que no quiere pagarlos 🙃 y prefiera irse con el orto patito de la esquina 🥲,0,0,0
