,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0
5661,,@brandooncardona @SomosTigres_ @TigreDeAsturias Con un gallardo sería titular indiscutible,0,0,0,5661.0
4489,,@robjurado995 @JohnWalas2 unidad a cargo? la señora se nota que bajo de la unidad.,0,0,0,4489.0
913,913.0,@adriles81 @ronalcas @alfredochav1975 @Tina_salazar11 @elTotumoVerde @MLSantorini Vente Quica; no te juntes con esa chusma...😐,0,0,1,
3124,3124.0,"@siriasaldana @FelipeCalderon Que dificil es que los resultados sean tan magros, que se tenga que recurrir no solo a lo que hizo Calderón, sino a poner un ""hubiera"" pueril para ocultar la ineptitud. Al final, en seguridad, economía, salud, empleo.... resultó, como sí dijo Calderón, un peligro para México.",0,0,1,
4600,4600.0,"@HUYOPA Jajajajajajajajajajajajajajajajajajajajajajajajajaja🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 El Perro lo va a escoñetar si no se va rapido, jajajaja https://t.co/PwwwqRjVRs",1,0,0,
4005,4005.0,"Parte de la bendición que recibió el Pendón Real reza lo siguiente:
«Accipe vexillum, coelesti benedictione santificatum: SITQUE IMICIS POPULI CHRISTIANI TERRIBILE...»",0,0,0,
1074,,"Influencer deja de ser vegano porque ¡un perro lo mordió! “Tantos años defendiendo sus derechos, me sentí traicionado y me fui a McDonalds”, afirmó. Aquí la historia (VIDEO): https://t.co/HVdLCSfsj3 
#Viral https://t.co/xHzxOKHtlg",0,0,0,1074.0
553,553.0,"@AlvaradoRebkas @roxy1481 @raquelporlavida Es en funerales vida yo pago ₡5500 x mes incluye 7 personas más con cremación, ataúd, arreglo del cuerpo, capilla, alimentación en la vela, traslados, flores! Puedes incluso incluir la cremación de alguna mascota por un mínimo adicional",0,0,0,
364,,"@CNNChile @matiburgos Oye corrupto 🤢. 
Trabaja y cumple nuevo proceso. La gente no voto por la derecha. Deberán explicar su sucia campaña.",0,0,0,364.0
3190,3190.0,@WalterDossier Da. Erguenza es que mate y encierre a los curas y agreda a la iglesia catolica. Pero claro usted también es ateo.,0,0,0,
5705,,"@JLozanoA @lopezobrador_ @Reforma @A_Encinas_R Que mamadas dice este marrano, mejor ve a date una vuelta por Antonio Caso para que veas la madriza que te van a dar los electricistas.",0,1,1,5705.0
4102,,"Hoy me agarraron de sorpresa. Después de la clase de la mañana, hubo una mini sesión cultural. Hablamos poquito sobre mi compa Jean Paul Sartre y su postura filosófica. Al parecer, son frecuentes. Creo que los residentes sí lo hacen medio a huevo, pero escucharon atentamente.",1,0,0,4102.0
978,978.0,"@janogarcia_ ESTA GENTE....GRACIAS  A NUESTRO BOLÍVAR  .(QUE NO FUE UN  REY CHULO   ,POR CIERTO)..SE LIBERÓ DEL COLONIAJE ESPAÑOL ASQUEROSO,DECADENTE Y  VULGAR",0,0,1,
275,275.0,@Roger_Retana Ya ni eso creo; puro chantilli barato eso es este blandengue. 2 gobiernos PAC y un gobierno q nos va a terminar de mandar a la verga,1,0,1,
2389,2389.0,@Miss_Mersa Cómo debe de ser jaja,0,0,0,
4514,4514.0,@lengin8 @OlgayCarlos2 @DonMitxel_I A nadie le molesta que te pasees por ahí exhibiendo tu estulticia. Habrá quien se descojone y quien ni fu ni fa. Pero tú no te preocupes.,1,0,0,
3286,,Más razón que un santo https://t.co/hURmqwPF4j,0,0,0,3286.0
58,58.0,"@PaulayMauricio2 Que regocijo es recrearnos la vista con su ser.

🤩🙃

Y sí,  la que de amarillo se viste....

Majestuosa",0,0,0,
1629,,Vi que el host dejara de existir.... PORFIN!!! AVER SI HACI SE ME QUITA EL MALDITO BUG QUE TENGO EN EL CELULAR!!!! https://t.co/7dQ4eOdGTP,0,0,0,1629.0
4177,4177.0,"@macariomx Que bueno que salió a la venta, ya se me está acabando el periódico de los Pasquines y mis canarios seguirán teniendo papel para su cagadero.",1,0,0,
1323,,"@beto16_ac ya see, negro huevon",1,1,1,1323.0
867,,@AtlasFC Alguien sabe en donde se van a hospedar?,0,0,0,867.0
857,,"@LAMG0201 Hahahahhaha repito, que tiene que ver el estado con el echo de que alguien intente destruir el libre meecado? 

Ósea que solo el estado puede atacar y destruir el libre mercado? 

Te recomiendo que te enfoques en una respuesta clara y dejes de dar tantas piruetas.",0,0,0,857.0
5553,,"@Subrayado A caray ! No te avisaron esos soretes que contrabadean #coca ??   Asi no podes trabajar ! Como los vas a agarrar con las manos en la masa sino te avisan cuando ,donde y cómo mandarán una avioneta con cocaina inutil",0,0,1,5553.0
130,,@GlodeJo07 @LillyTellez Pendejo,1,0,1,130.0
5876,,"Con tus ramitas que se enredan dónde quieran, y entre tanto ramerio ya te apodaron la ramera.",0,0,1,5876.0
3087,,"@Guruza14 Y en su marrañera, #ElImbecilDelPalacio oculta y miente es sus resultados nefastos es seguridad, vaya HDP que es el anciasno.",1,0,1,3087.0
5377,,"@letroblesrosa @CitlaHM @DeniseDresserG ¿Dialoga? ¿Qué drogas tomas? Recibe un papel, las calla, les da el avión y las insulta, y se va, con la nula dignidad que tiene.",0,0,1,5377.0
2119,2119.0,Paso del Macho es pueblo sin Ley https://t.co/ZHYch8Ft8U,0,0,0,
2882,2882.0,Como está el pesetero en esta isla 😂 https://t.co/Q7S7g2d8SW,0,0,1,
4896,4896.0,@VMTElSalvador Solo paja donde deben estar ni llegan miren subiendo la integracion motos donde no deben circular y carros y motos en carril no permitido https://t.co/r3xPRp8Efe,0,0,0,
934,934.0,@arilijalad @eldestapeweb Cipayo ensobrado,0,0,0,
117,117.0,"@Ovalle_Leo @LaComadritaOf2 @erasmooficial @menycarrasco Y de qué sabe enseñar y arropar y guiar a otro cantante, así se hacen los duetos, de hecho Rubí estuvo mucho menos nerviosa y cantó mejor. Los mejores fueron el de Nelson y el de Rubí. Los demás estuvieron desequilibrados.",0,0,0,
3118,,"ando de un humor hdp, quiero llegar a mi casa",1,0,0,3118.0
2852,,@FarroElRobot Parece guarura .. esa es la familia presidencial puro porro mezquinó,0,0,1,2852.0
2448,,"@siete_letras @Alc_Iztapalapa @SSC_CDMX Q pasa en tu alcaldía que es de todos los ciudadanos @ClaraBrugadaM @Alc_Iztapalapa @basecuitlahuac no puede ser que donde quiera estén cobrando el derecho de piso 🤬 #Iztapalapa 
#clarabrugada #inseguridad #extorsion",0,0,0,2448.0
586,,"Por supuesto tenía que embarrar a los que ya no están, como buen pendejo que es. Si da asquito este puto interdicto. https://t.co/Oj0TQHJAfo",1,0,1,586.0
5144,5144.0,Quiero sacar el vidrio templado pq ya esta re feo pero me da miedo sacarlo y q se me caiga y listo ripio pantalla xd,0,0,0,
4215,,"@leeneedham81 @RoraRealm @KibaInuWorld @GenyenOfficial @AKITA_network Todo nuestro esfuerzo a válido la pena. 
Número 1 en #Memes
$RORA es imparable ⚔️✨",0,0,0,4215.0
1069,,@JTrianaT @lopezobrador_ A qué le temes perro !!!!!,0,0,1,1069.0
4442,4442.0,@Alberto_Shaoke Cojonudo https://t.co/xgDk1pK1xD,1,0,0,
1527,1527.0,@abrahamendieta Te hablan gachupin https://t.co/qw90MTPv2u,0,0,0,
4470,,@JTrianaT @lopezobrador_ Tu enfermedad mental está habiendo estados en tus pensamientos.,0,0,0,4470.0
3521,,@origenes_romero @carolamiografia Le gusta la privacidad a él no a ella.😸,0,0,0,3521.0
2682,2682.0,"@FnKiire @P1tako me tiene block el paleto, le rento dejar bach para ganar 0€",1,0,0,
2331,2331.0,"@abrahamendieta No importa lo que tu digas maruja gachupina, la realidad simpre los va alcanzar y se van  a ir con la cola entre las patas todo por la ineptitud del CACAS
👇👇👇👇👇👇👇👇👇 https://t.co/imofeR3xO2",0,0,1,
67,,Tengo que fumar esa mierda para olvidar el pain,1,0,0,67.0
1177,1177.0,Y son peores cuando son los recomendados o familiares de algún enchufado con cargo https://t.co/bhmMjHVNPH,0,0,0,
1416,1416.0,"@pedroferriz3 @lopezobrador_ No salen a votar y quieres que salgan a dar golpes, no mms floripondio.
Los únicos golpes que darás,  serán los que tu machete te hará que des con el coco pelón a la cabecera.",1,0,0,
3937,3937.0,@futaztecapostin @Nike Pss también no mames usalas de tu talla mamón,1,0,0,
3042,3042.0,@CarlosLoret Cretino ese politicastro.,0,0,0,
2423,,"@elpulsohn Este narco es un cínico, ni siquiera disimula. Criticó la dictadura cachureca, según los zurdos, y este nariz torcida también quiere poderes absolutos. @CarlosZelayaR @Congreso_HND",0,0,1,2423.0
3552,3552.0,@vicxberzosa para noviembre qué tal?,0,0,0,
2032,,@Aeromexico que poco sentido de atención al cliente tienen en el #AICM vuelo AM221 GDL-MEX retrasado. Después de correr por toda la T2 puerta 62 Int. y tomar el shuttle a T1 para conectar a MTT lo cierran 25min antes “por procedimiento”…. Se pasan #ceroayuda,0,0,0,2032.0
898,898.0,"@JoseyyyJose @BeatrizGMuller @XiomaraCastroZ ¿""Escritora""?
¡Ni los chairos han leído ninguno de los libros de esta mediocre chupatintas más conocida como la #Zopilota!
Bueno, también es porque los chairos no entienden lo que leen.
La #ZopilotaDePalacio NO ME REPRESENTA COMO ENVIADA DE MI PAÍS.
Que chingon es viajar gratis.",1,0,0,
601,,"Para los que acaban de iniciar con el álbum, les recomiendo esta app ⚽️🇶🇦lleva el control de las estampas que tienes, las repetidas e incluso puedes estar conectado con tus amigos para poder ver cuáles les faltan a ellos e intercambiarlas. https://t.co/Ympln9tI9J",0,0,0,601.0
2406,,"@catrina_nortena Ay por Dios Meko Cortes, digo, perdón, @MarkoCortes ahora resulta que eres el judas y le das ultimátum a tu carnalito ""Brother"" del PRI @alitomorenoc , tan cínico y corrupto como son los dos.",0,0,1,2406.0
2444,,"Dice el gobernador de QUERÉTARO, Mauricio Kuri, que ayer llovió 80mm. Pero la @cea_qro EN REPORTE OFICIAL, no maneja ninguna cifra como esa.
Lo qué pasa que se le ocurrió “sumar” todo el municipio en general. 
Antes no se le sumó a todo el estado.
¡Ya ni el diluvio de Moisés! https://t.co/28PBZ73Pmf",0,0,0,2444.0
5527,,Y aquí en Venezuela el ladrón Guaido q se ha robado millones de Dólares anda tranquilazo por la calles de pais y además es muy amigo de los gobernantes británicos que además se han robado el oro venezolano https://t.co/HMSlbkWJXS,0,0,0,5527.0
21,21.0,@WendyAlfaro2021 @ClaudiaOrtizSV Una achichintle de vamos y funde que fue parte de la tregua con pandillas  por  favor diga una cosa que la excelsa ha hecho  por la población  no hace nada que andar de hotel  en hotel  dice ella que ahí hace territorio 😂,0,0,1,
4755,4755.0,@aldo_jardon79 @SomosChivasLA @_Captureee Y platicando aquí jajaja tantita madre mís idiotas,1,0,0,
877,877.0,@TCRivasOficial CHUCHO EN LUNARIO e,0,0,0,
2677,2677.0,@xevtfm Un pochitoque de mascota en una palangana 😂😂,1,0,0,
1944,,"El feminismo NO es selectivo cuando se trata de proteger feminicidas. No sean tibias, ¡posiciónense!. Sean firmes. Me da rabia ver que se las dan de muy feministas y cuando es “el amigo” el agresor, se callan. CÁRCEL PARA LUIS FERNANDO Y ¡JUSTICIA PARA VALENTINA!.",0,0,0,1944.0
143,143.0,"Goku vs Thanos
Lo diré simple y sencillo, si fuera Goku vs Thanos sin ningún artefacto cómo las gemas, el cubo o el corazon del universo, Goku ganaría, no fácilmente, pero ganaría.
Ya con los objetos antes mencionados, Thanos lo haría kk
Hablo de los cómics y nos del CUM aclaro https://t.co/fVWA2yThAf",0,0,0,
4591,4591.0,"@AntonioMaestre @RubenSanchezTW @hermanntertsch pues sacar la mierda. ellos no tienen moral para enmierdar, porque la vamos a tener los demás con ellos?",1,0,0,
3731,,"@EdisNamar @GabyMeza8 Chaparro podra no caerte bien pero es un chingon en doblaje, yo lo detestaba por su ridiculo intento de hacer voces cuando salia en Telehit pero cuando lo escuche haciendo doblaje, no mames, es un chingon",1,0,0,3731.0
1458,,"@Vicente73977721 Hablas una cantidad de pinga!! Es pura diarrea liquida lo que sale se tu boca! Hay clarias fanaticas, imbeciles, lameculos, y luego viene la claria Vicente",1,1,1,1458.0
4235,4235.0,"@estecosmos_ El viernes pana, reclámale al cagón del mesero. Yo sólo cometí el error de confiar.",1,0,1,
3721,3721.0,"Y quizás, todas las cosas pasan por algo 💥.
.
.
.
#ootd #ootdfashion #august #summervibes
#trinidadcuba #insta #instaturismo #instatravel #travelphotography #travel #travelgram #2022 en Trinidad, Cuba https://t.co/PkHBpkPtho",0,0,0,
4951,,"@JOSMiguelGmez99 @Tales_Shergiock Es de esperar tienen muchos años decepcionando en estos eventos lo único bueno que han anunciado fue Arise mismo (y fue en un E3 es decir que eventos menores no enseñarán nada) yo no tengo esperanza de nada, pero si anuncian algo ya seré el primero en gritar feliz",0,0,0,4951.0
4570,4570.0,Están viendo que ando de la ching y todavía me hacen encabronar a lo wey.,1,0,0,
1604,,"@laloespana Los que siguen a López son gentuza no tienen educación, valores, clase se arrastran a un narco delincuente iletrado corrupto, traidor, asesino porque les da migajas que pagamos los ciudadanos o los delincuentes a los que les ha entregado el país. Denúncialos y bloquealos.",0,1,1,1604.0
3002,3002.0,"Eres tan ignorante pitiyanqui, que te quitas el disfraz
Odias al pueblo cubano, odias a Cuba, odias a tu propio #MéxicoLindoYQuerido.
¿Sabes pq no viste a un Coronel q está entre la vida y la muerte y un ministro lesionado?
Porque los perros rabiosos echan espuma y no pueden ver https://t.co/WLAMImCbvN",1,1,1,
5677,,@_VicenteSerrano Antes eras vicente marrano... vas progresando,0,0,0,5677.0
4559,,"@RoyBarreras @mincultura Netflixear el muro, buena idea, mejor que sean todas mujeres y los afros sean más, unos pocos hombres y mejor si ni uno solo blanco.  Quizás no sea históricamente fiel a la realidad de la época, pero más políticamente correcto con estos tiempos.",0,0,0,4559.0
1820,1820.0,Not @Chokoala12 gritándole a el vato me mandó a terapia que era un homunculo y que no tenía responsabilidad afectiva jajajjajajajajajaja jajajjajajajajajaja,0,0,0,
833,,"Alito Moreno y Marko Cortés, cayeron y ahora mismo están sirviendo a los intereses de López… el miserable hace bien su trabajo, y los dirigentes del PRI y del PAN se la ponen fácil.

Sí uno no puede permanecer firme y el otro no sabe negociar, deberían dejar que otros dirijan.",0,1,1,833.0
3488,3488.0,"@ManoloDavilatv Dudo q sea el md quien escribe pero sus argumentos son como lo dijo el sofista consanguineo ""bueno tachira gana, pierde o empata""",0,0,0,
4285,,@martibatres Seas mamón ya asuman su rol no echen culpas ustedes sabían el cagadero de los anteriores y ustedes están peores aquí no es de conservadores o morenistas aquí es de mexicanos y ustedes están peor no mames,1,0,0,4285.0
4025,,Me encanta como en el trabajo saben que somos unos inútiles. https://t.co/zePVxfbW3v,0,0,1,4025.0
3879,3879.0,"Extra! Atraparon al asesino de la bodega del chino, según confesó el tipo le dijo: ""chino dame un tilo"", y el muy animal. Saco el arma y le dió un tiro. Tilo! Idiota Tilo de beber.",0,1,0,
2224,,"Carolina Toha, acusada por corrupción e inhabilitada para ejercer cargos públicos, ahora como la flameante ministra del interior 🤮 el problema nunca fue la constitución, SINO QUE SON LOS POLÍTICOS. @gabrielboric guatón mamarracho, sigue mandándote cagadas nomás. #RECHAZO https://t.co/r7CjMhFfxw",1,1,1,2224.0
3056,,@ivansab76 @FlacaExplosiva Hahahah el cerebro lleno de mierda que tenés no te da para un rebane mejor? Ya están gastados esos 200 pesos… se nota que no carburas ideas de tanta mierda que comes!,1,1,1,3056.0
423,,@Kaudiyo435 Es que el anime es re viejo y algo lento jajaj,0,0,0,423.0
1291,1291.0,AQUA GUARD en Distrito Capital disponible para donación. Solicítelo ingresando a este enlace --&gt; https://t.co/DnDluR9Hjh.,0,0,0,
4345,4345.0,"Ando bien enamorado de una salvadoreña que mide como 5,4 la chingadera esa&lt;3",1,0,0,
2800,2800.0,"@_VicenteSerrano @monerohernandez @lopezdoriga @alitomorenoc @Radio_Formula Chayotero de medio pelo, croma sable a Chayotero VIP y lo presume !",1,0,1,
4342,,"“Siempre he oído que las mamás nunca nos dejan” 
No tengo hijos, pero si llego a tener ojalá aprenda a ser mamá como la amiguísima @isaliaxgomez Porque ella es ejemplo a seguir. ♥️🥹",0,0,0,4342.0
4471,,Mi grupo de mamás en llamas pq dije que ya no llevaría yo las copias si no ellas POR QUE LUEGO LUEGO NO ME PAGAN WE pero como las tengo archivadas no observo nada hasta las 10 PM por salud mental obvio 😗👍🏼,0,0,0,4471.0
3372,3372.0,"@Beastbean_Draws A la verga xd, lo mismo pasa en uno en el que estoy y como todos el salón son hombres el lugar se pone un poco extraño",1,0,0,
5264,,@Luchitocardozo3 sisi la proxima vamos a ver quien dice shotgun primero hijo de perra,1,0,1,5264.0
2917,,"Hey mami, lo de rehusa y recicla es para la basura, no para tu ex",0,0,0,2917.0
165,165.0,@midiarioenchile @karyLN Jajajjaa Atorrante,0,0,1,
2121,,"@MrLotario Cuando los americanos respondan, pidiendo se saque del país a todos nuestros migrantes. Les quitan trabajo a millones. Malditos manipulados.",0,1,0,2121.0
1518,,sin duda fuiste escrito por una mujer,0,0,0,1518.0
4879,4879.0,como amo a la minga,1,0,0,
3972,,@Jjlopez_almejo @lopezobrador_ @epigmenioibarra Ah que mi presidente blandengue 😊,0,0,1,3972.0
5694,,"@_VicenteSerrano Tu no eres periodista, tu eres un perro maricon, chillon, cobarde, lambiscon, al que el gobierno le paga por propaganda barata dirigida a los subnormales de la 4t NO ERES PERIODISTA, y de lo otro ni para cambiar un foco debes de servir marrano",0,1,1,5694.0
1654,1654.0,.@RosberAbrasivos presenta la granalla de acero de bajo carbón. Es ideal para su aplicación en los sectores industriales de la fundición por su resistencia y durabilidad. https://t.co/KDjiL81QcF https://t.co/oXMvUtDhiI,0,0,0,
2518,,"En el humano no hay vida.
@taliban2214",0,0,0,2518.0
5864,,@ChairosY Le quedó perfecto el apodo de la ramera del malestar. Adora el Poncho de estar de lamebotas del asno de palacio.,1,0,1,5864.0
